-5379.0,  644.0,  57.14017850864661
-5455.0,  475.0,  137.63720427268203
-5452.0,  776.0,  204.08331631958552
-5588.0,  686.0,  234.8829495727606
-5660.0,  525.0,  291.6659047609096
-5264.0,  924.0,  354.80980820715763
-5052.0,  368.0,  390.24351371931857
-5650.0,  936.0,  444.326456560939
-5574.0,  185.0,  448.5588032800159
-4959.0,  369.0,  469.6594510919588
-5480.0,  1073.0,  497.2132339348984
-5078.0,  986.0,  497.40325692540455
-5550.0,  1077.0,  520.3124061561477
-5379.0,  1160.0,  573.013961435496
-5955.0,  562.0,  580.538543078752
-4837.0,  316.0,  602.3993691895768
-5757.0,  82.0,  633.2053379433878
-5375.0,  -61.0,  648.0
-4717.0,  638.0,  659.9734843158474
-4702.0,  572.0,  673.167141206402
-4975.0,  1137.0,  680.0735254367721
-4838.0,  104.0,  722.258956330761
-5065.0,  1245.0,  727.3678574146647
-4651.0,  417.0,  743.6907959629459
-5536.0,  1317.0,  747.5433097821156
-4988.0,  -56.0,  750.4785140162242
-5323.0,  -167.0,  755.7909763949289
-4863.0,  1155.0,  764.7012488547407
-5202.0,  1344.0,  776.5165806343094
-4880.0,  1208.0,  794.1448230644081
-5506.0,  -198.0,  795.8555145250926
-6049.0,  150.0,  803.2714360662901
-5382.0,  -238.0,  825.0296964352253
-5623.0,  1382.0,  832.7838855309342
-5466.0,  -274.0,  865.7955878843459
-4720.0,  1175.0,  880.2096341213268
-4845.0,  1349.0,  928.193945250668
-4449.0,  718.0,  935.2202949038264
-4446.0,  756.0,  944.2467897747919
-5950.0,  1356.0,  960.2010206201616
-4539.0,  92.0,  971.5559685370679
-4392.0,  533.0,  984.4820973486517
-4546.0,  1132.0,  992.1018092917682
-6366.0,  613.0,  991.3410109543537
-4616.0,  1251.0,  1008.4527752949069
-4412.0,  912.0,  1016.363124085088
-6007.0,  1392.0,  1023.4495590892597
-5089.0,  1572.0,  1025.6807495512433
-4673.0,  -167.0,  1030.2038633202653
-4383.0,  867.0,  1030.7589436914918
-4660.0,  1359.0,  1052.2399916368888
-4329.0,  790.0,  1065.5163067733877
-6175.0,  -138.0,  1079.6411440844593
-4917.0,  -404.0,  1091.7165383010372
-4580.0,  1335.0,  1091.571802494
-5907.0,  1552.0,  1101.9296710770611
-5822.0,  1603.0,  1109.984234122269
-5003.0,  -464.0,  1114.8923714870418
-4832.0,  -410.0,  1135.2788203785008
-4735.0,  -378.0,  1157.9399811734631
-5851.0,  1643.0,  1158.3229256127154
-4639.0,  -317.0,  1165.7238094849054
-6378.0,  -70.0,  1199.0237695725637
-5770.0,  -559.0,  1212.163767813574
-4606.0,  -355.0,  1216.0283713795498
-4201.0,  940.0,  1225.9221019298086
-5523.0,  1839.0,  1260.717256168091
-5190.0,  -674.0,  1274.4983326783915
-6466.0,  1255.0,  1279.2595514593588
-6591.0,  1013.0,  1288.4610975889027
-6670.0,  539.0,  1295.8892699609794
-4985.0,  1831.0,  1303.7008859397158
-4798.0,  -593.0,  1313.5177958444262
-5601.0,  -710.0,  1316.5428211797746
-4623.0,  1676.0,  1323.4141453075072
-6605.0,  88.0,  1327.366189112861
-6536.0,  -69.0,  1333.5130295576419
-4424.0,  -350.0,  1335.054306011557
-5062.0,  -718.0,  1342.0111773006959
-6409.0,  -276.0,  1346.820329516896
-6160.0,  1702.0,  1363.6165150070601
-4035.0,  333.0,  1363.8606966988968
-6609.0,  1186.0,  1371.6985820507361
-4107.0,  1144.0,  1384.9451252667018
-6049.0,  1803.0,  1390.2992483634594
-4999.0,  1927.0,  1391.7528516227298
-5265.0,  1986.0,  1403.3178542297537
-5270.0,  1990.0,  1406.9235942296227
-4415.0,  1619.0,  1409.4764985624981
-5423.0,  2006.0,  1419.8116072211835
-4014.0,  167.0,  1424.3317731483771
-5418.0,  -840.0,  1427.6477156497676
-4485.0,  1707.0,  1430.5593311708535
-4530.0,  1772.0,  1455.420901320302
-4644.0,  -697.0,  1477.5036378973825
-6853.0,  793.0,  1492.286835698821
-4137.0,  -250.0,  1494.3938570537555
-4988.0,  2059.0,  1522.0226673739126
-4015.0,  -163.0,  1553.0936868070773
-4743.0,  2019.0,  1565.262917212313
